C_Code,SpecCode,country,Species,database,synonym,Status,Genus,Family,Order,Class,CommonName,Fresh,Brack,Saltwater
056,35,Belgium,Anguilla anguilla,fishbase,Anguilla savignyi,synonym,Anguilla,Anguillidae,Anguilliformes,Teleostei,European eel,1,1,1
056,35,Belgium,Anguilla anguilla,fishbase,Anguilla vulgaris,synonym,Anguilla,Anguillidae,Anguilliformes,Teleostei,European eel,1,1,1
056,35,Belgium,Anguilla anguilla,fishbase,Leptocephalus brevirostris,synonym,Anguilla,Anguillidae,Anguilliformes,Teleostei,European eel,1,1,1
056,35,Belgium,Anguilla anguilla,fishbase,Muraena anguilla,synonym,Anguilla,Anguillidae,Anguilliformes,Teleostei,European eel,1,1,1
056,35,Belgium,Anguilla anguilla,fishbase,Muraena oxyrhina,synonym,Anguilla,Anguillidae,Anguilliformes,Teleostei,European eel,1,1,1
056,35,Belgium,Anguilla anguilla,fishbase,Muraena platyrhina,synonym,Anguilla,Anguillidae,Anguilliformes,Teleostei,European eel,1,1,1
056,36,Belgium,Agonus cataphractus,fishbase,Agonus cataphractus,accepted name,Agonus,Agonidae,Perciformes/Cottoidei,Teleostei,Hooknose,0,0,1
056,36,Belgium,Agonus cataphractus,fishbase,Aspidophorus armatus,synonym,Agonus,Agonidae,Perciformes/Cottoidei,Teleostei,Hooknose,0,0,1
056,36,Belgium,Agonus cataphractus,fishbase,Aspidophorus cataphractus,synonym,Agonus,Agonidae,Perciformes/Cottoidei,Teleostei,Hooknose,0,0,1
056,36,Belgium,Agonus cataphractus,fishbase,Aspidophorus europaeus,synonym,Agonus,Agonidae,Perciformes/Cottoidei,Teleostei,Hooknose,0,0,1
056,36,Belgium,Agonus cataphractus,fishbase,Cataphractus schoneveldii,synonym,Agonus,Agonidae,Perciformes/Cottoidei,Teleostei,Hooknose,0,0,1
056,36,Belgium,Agonus cataphractus,fishbase,Cottus brodamus,synonym,Agonus,Agonidae,Perciformes/Cottoidei,Teleostei,Hooknose,0,0,1
056,36,Belgium,Agonus cataphractus,fishbase,Cottus cataphractus,synonym,Agonus,Agonidae,Perciformes/Cottoidei,Teleostei,Hooknose,0,0,1
056,36,Belgium,Agonus cataphractus,fishbase,Paragonus sertorii,synonym,Agonus,Agonidae,Perciformes/Cottoidei,Teleostei,Hooknose,0,0,1
